T_ms,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
1.148,-0.09191843174234729,0.11342638191484031,0.21008542383815612,-0.004220086691617186,-0.13593998917625177,0.15349220504314956,-0.03687315634218289,0.07374631268436578,0.06017634072097309,0.07736292757633503,-0.10575286281884992,-0.04173976254988164
1.15,-0.08692393249190003,0.09594608992775899,0.18761295866759148,-0.001722970483689382,-0.12095729192868496,0.13102040661766648,-0.03687315634218289,0.07374631268436578,0.06267352529055613,0.07986076149205601,-0.10325567824926687,-0.04423694711946469
1.152,-0.07985909618453528,0.08039385672463555,0.16514049349702686,0.0,-0.1044263032326413,0.11231165816548708,-0.03687315634218289,0.07503168520700376,0.06517070986013905,0.08235859540777697,-0.098830434895727,-0.04544875916640963
1.154,-0.06487559843319192,0.0704051184463039,0.14266802832646222,0.0,-0.08444937356921992,0.09733045921516503,-0.03687315634218289,0.08002605434616959,0.06766789442972196,0.08485642932349795,-0.08884169661739534,-0.04295157459682671
1.156,-0.04989210068185013,0.06041638016797223,0.12019556315589759,0.0,-0.06447244390579748,0.08234926026484299,-0.03687315634218289,0.08502042348533541,0.07016507899930488,0.08735426323921903,-0.07885295833906368,-0.0404543900272438
1.158,-0.034908602930508334,0.05042764188964057,0.09772309798533296,0.0,-0.04449551424237505,0.06736806131452094,-0.03687315634218289,0.09001479262450124,0.07266226356888779,0.08985209715494001,-0.06886422006073202,-0.03795720545766088
1.16,-0.023789986217901855,0.041852039065413446,0.0790133568238103,0.0,-0.03224019193097193,0.05441038923663576,-0.03687315634218289,0.09359602630956228,0.07374631268436578,0.09218289085545722,-0.060288617236504895,-0.03687315634218289
1.162,-0.01629823734223096,0.0343604853566647,0.06153477280226004,0.0,-0.02474884330718852,0.04192605677803406,-0.03687315634218289,0.0960932108791452,0.07374631268436578,0.09218289085545722,-0.05279706352775615,-0.03687315634218289
1.164,-0.008806488466560064,0.02686893164791596,0.044056188780709764,0.0,-0.01725749468340511,0.02944172431943235,-0.03687315634218289,0.09859039544872811,0.07374631268436578,0.09218289085545722,-0.045305509819007404,-0.03687315634218289
1.166,-0.0013147395908891689,0.019377377939167214,0.02750097261414036,0.0,-0.00976614605962209,0.018436578171091445,-0.03687315634218289,0.10108758001831103,0.07374631268436578,0.09218289085545722,-0.03781395611025866,-0.03687315634218289
1.168,0.0020590030949272425,0.018436578171091445,0.025004032039633178,0.0,-0.006903791868976708,0.018436578171091445,-0.03905674098907401,0.10576834923478519,0.07811348197814802,0.09406306444054102,-0.030322402401509522,-0.03687315634218289
1.17,0.004556252720150874,0.018436578171091445,0.022507091465125997,0.0,-0.004406675661048904,0.018436578171091445,-0.041553925558656925,0.11076271837395102,0.08310785111731385,0.09905873227198321,-0.022830848692760777,-0.03687315634218289
1.172,0.0070535023453745065,0.018436578171091445,0.020010150890619076,0.0,-0.001909559453121231,0.018436578171091445,-0.04405111012823984,0.11575708751311685,0.08810222025647968,0.10405440010342515,-0.015339294984012033,-0.03687315634218289
1.174,0.009218289085545723,0.018436578171091445,0.017513210316111895,0.0,0.000587556754806573,0.017371564027703644,-0.04609144542772861,0.12075145665228268,0.09263974012555137,0.10905006793486709,-0.00784774127526329,-0.03641630707208875
1.176,0.009218289085545723,0.018436578171091445,0.015016269741604712,0.0,0.0030846729627343767,0.014874697535983304,-0.04609144542772861,0.12574582579144852,0.09513692469513428,0.11061946902654868,-0.00035618756651454496,-0.03391912250250583
1.178,0.009218289085545723,0.018436578171091445,0.012519329167097531,0.0,0.00558178917066205,0.012377831044262964,-0.04609144542772861,0.13074019493061462,0.09763410926471733,0.11061946902654868,0.007135366142234592,-0.031421937932922785
1.18,0.009218289085545723,0.018436578171091445,0.01002238859259035,0.0,0.008078905378589853,0.009880964552542622,-0.04609144542772861,0.13573456406978043,0.10013129383430025,0.11061946902654868,0.014626919850983336,-0.02892475336333987
1.182,0.010321461385947205,0.017209279708211102,0.007525448018083169,-0.001357732500971935,0.010576021586517657,0.007384098060822282,-0.04731874389060896,0.1395016347460662,0.10140117994100295,0.11061946902654868,0.020891175096852132,-0.026427568793756826
1.184,0.012818711011170837,0.014712095138628187,0.005028507443575987,-0.003854848708899608,0.013073137794445331,0.004887231569101941,-0.04981592846019187,0.1419988193156491,0.10140117994100295,0.11061946902654868,0.025885544236017962,-0.02393038422417391
1.186,0.015315960636394468,0.012214910569045273,0.0025315668690688064,-0.006351964916827412,0.015570254002373135,0.0023903650773816,-0.05231311302977479,0.144496003885232,0.10140117994100295,0.11061946902654868,0.03087991337518379,-0.021433199654590996
1.188,0.0178132102616181,0.009717725999462358,3.462629456162508e-05,-0.008849081124755215,0.01806737021030094,0.0,-0.0548102975993577,0.14699318845481493,0.10140117994100295,0.11061946902654868,0.03587428251434962,-0.01893601508500808
1.19,0.018436578171091445,0.007220541429879443,0.0,-0.009218289085545723,0.018436578171091445,0.0,-0.05730748216894062,0.14949037302439785,0.10539667525233551,0.11214225424421993,0.04286639930918173,-0.018436578171091445
1.192,0.018436578171091445,0.004723356860296528,0.0,-0.009218289085545723,0.018436578171091445,0.0,-0.059804666738523526,0.15198755759398075,0.11039104439150134,0.11713792207566187,0.050357953017930474,-0.018436578171091445
1.194,0.018436578171091445,0.0022261722907136136,0.0,-0.009218289085545723,0.018436578171091445,0.0,-0.06230185130810644,0.15448474216356367,0.11538541353066717,0.12213358990710381,0.05784950672667922,-0.018436578171091445
1.196,0.018436578171091445,-0.00027101227886930113,-0.0014696938358427552,-0.008817321300170999,0.01883754595646617,-0.0017513565913490248,-0.06479903587768936,0.1572529390120159,0.1201087703909637,0.12712925773854575,0.06507004815655866,-0.018165565892222145
1.198,0.018436578171091445,-0.0027681968484522157,-0.006463574984857118,-0.006320205092243195,0.02133466216439397,-0.006745089574789706,-0.06729622044727228,0.1622473081511817,0.1226059549605466,0.1305904863838139,0.07006441729572449,-0.01566838132263923
1.2,0.018436578171091445,-0.005265381418035392,-0.011457456133871481,-0.003823088884315391,0.023831778372321775,-0.011738822558230388,-0.06979340501685545,0.16724167729034806,0.12510313953012978,0.13308832029953485,0.07505878643489085,-0.013171196753056053
1.202,0.018436578171091445,-0.007762565987618307,-0.016451337282885843,-0.0013259726763877179,0.02632889458024945,-0.01673255554167107,-0.07229058958643837,0.1722360464295139,0.1276003240997127,0.13558615421525583,0.08005315557405668,-0.010674012183473138
1.204,0.018436578171091445,-0.009218289085545723,-0.018436578171091445,0.0,0.028826010788177255,-0.018436578171091445,-0.07478777415602128,0.17723041556867972,0.1311389701409511,0.1380839881309768,0.08504752471322251,-0.008176827613890223
1.206,0.018436578171091445,-0.009218289085545723,-0.018436578171091445,0.0,0.03132312699610506,-0.018436578171091445,-0.07728495872560419,0.18222478470784556,0.13613333928011695,0.14058182204669803,0.09004189385238834,-0.0056796430443073085
1.208,0.018436578171091445,-0.009218289085545723,-0.018436578171091445,0.0,0.03382024320403273,-0.018436578171091445,-0.07978214329518711,0.18721915384701138,0.14112770841928277,0.143079655962419,0.09503626299155417,-0.0031824584747243935
1.21,0.018436578171091445,-0.009218289085545723,-0.018436578171091445,0.0,0.036317359411960536,-0.018436578171091445,-0.08227932786477002,0.19221352298617722,0.1461220775584486,0.14557748987813995,0.10003063213071998,-0.0006852739051414786
1.212,0.020125338507664778,-0.009218289085545723,-0.020710371513978566,0.0,0.03687315634218289,-0.018436578171091445,-0.08477651243435294,0.19539598146090162,0.149304536033173,0.1486580222189903,0.11046073326321013,0.003623821328882872
1.214,0.02262258813288841,-0.009218289085545723,-0.023207312088485747,0.0,0.03687315634218289,-0.018436578171091445,-0.08727369700393585,0.1978931660304845,0.1518017206027559,0.15365369005043222,0.12294665611112471,0.008618190468048702
1.216,0.025119837758112305,-0.009218289085545723,-0.02570425266299293,0.0,0.03687315634218289,-0.018436578171091445,-0.08977088157351903,0.2003903506000677,0.1542989051723391,0.15864935788187418,0.1354325789590406,0.013612559607215056
1.218,0.027617087383335934,-0.009133113797901002,-0.02765486725663717,-0.00021437881594300604,0.03687315634218289,-0.018436578171091445,-0.09226806614310194,0.2028875351696506,0.156796089741922,0.1636450257133161,0.147662975944021,0.018521753458736166
1.22,0.030114337008559568,-0.006635929228318088,-0.02765486725663717,-0.002711495023870679,0.03687315634218289,-0.018436578171091445,-0.09476525071268486,0.20538471973923353,0.15929327431150492,0.16728494854229053,0.15265734508318682,0.02101893802831908
1.222,0.0326115866337832,-0.004138744658735173,-0.02765486725663717,-0.0052086112317984825,0.03687315634218289,-0.018436578171091445,-0.09726243528226777,0.20788190430881645,0.16179045888108784,0.16978278245801148,0.15765171422235266,0.023516122597901996
1.224,0.035108836259006834,-0.0016415600891522585,-0.02765486725663717,-0.0077057274397262865,0.03687315634218289,-0.018436578171091445,-0.0997596198518507,0.21037908887839937,0.16428764345067076,0.17228061637373246,0.16264608336151848,0.02601330716748491
1.226,0.03687315634218289,0.0,-0.028970666449983112,-0.01020284364765396,0.037857710904291124,-0.018436578171091445,-0.1022568044214336,0.21287627344798227,0.16678482802025366,0.17477845028945344,0.16678482802025366,0.028510491737067822
1.228,0.03687315634218289,0.0,-0.03146760702449029,-0.012699959855581764,0.04035482711221893,-0.018436578171091445,-0.10475398899101653,0.2153734580175652,0.16928201258983658,0.17727628420517438,0.16928201258983658,0.031007676306650737
1.23,0.03687315634218289,0.0,-0.033964547598997474,-0.015197076063509568,0.04285194332014673,-0.018436578171091445,-0.10725117356059943,0.2178706425871481,0.1717791971594195,0.17977411812089536,0.1717791971594195,0.03350486087623365
1.232,0.03687315634218289,0.0,-0.036461488173504655,-0.01769419227143724,0.04534905952807441,-0.018436578171091445,-0.10974835813018236,0.22036782715673103,0.1742763817290024,0.18227195203661634,0.1742763817290024,0.03600204544581657
1.234,0.03687315634218289,0.0,-0.03687315634218289,-0.018436578171091445,0.04609144542772861,-0.018436578171091445,-0.11061946902654868,0.22123893805309736,0.17514749262536872,0.18436578171091444,0.1767735662985856,0.038499230015399746
1.236,0.03687315634218289,0.0,-0.03687315634218289,-0.018436578171091445,0.04609144542772861,-0.018436578171091445,-0.11061946902654868,0.22123893805309736,0.17514749262536872,0.18436578171091444,0.1792707508681685,0.04099641458498266
1.238,0.03687315634218289,0.0,-0.03687315634218289,-0.018436578171091445,0.04609144542772861,-0.018436578171091445,-0.11061946902654868,0.22123893805309736,0.17514749262536872,0.18436578171091444,0.1817679354377514,0.043493599154565576
1.24,0.03687315634218289,0.0,-0.03687315634218289,-0.018436578171091445,0.04609144542772861,-0.018436578171091445,-0.11061946902654868,0.22123893805309736,0.17514749262536872,0.18436578171091444,0.18426512000733433,0.04599078372414849
1.242,0.04142185308767378,0.0,-0.03687315634218289,-0.018436578171091445,0.04609144542772861,-0.018436578171091445,-0.11061946902654868,0.21404936945508896,0.17035444689336315,0.18436578171091444,0.18915882744292004,0.04369492256172582
1.244,0.046416352338121046,0.0,-0.03687315634218289,-0.018436578171091445,0.04609144542772861,-0.018436578171091445,-0.11061946902654868,0.20655781574634022,0.1653600777541973,0.18436578171091444,0.19415319658208585,0.04119773799214291
1.246,0.051410851588568306,0.0,-0.03687315634218289,-0.018436578171091445,0.04609144542772861,-0.018436578171091445,-0.11061946902654868,0.19906626203759148,0.1603657086150315,0.18436578171091444,0.1991475657212517,0.03870055342255999
1.248,0.05530973451327434,0.0,-0.03687315634218289,-0.018436578171091445,0.046889411020405135,-0.018436578171091445,-0.10994968153734286,0.19291428330725435,0.15604112696507147,0.18436578171091444,0.20146278490359426,0.03687315634218289
1.25,0.05530973451327434,0.0,-0.03687315634218289,-0.018436578171091445,0.049386527228332804,-0.018436578171091445,-0.10745249696775995,0.19041709873767146,0.15354394239548855,0.18241568431481506,0.19646841576442844,0.03687315634218289
1.252,0.05530973451327434,0.0,-0.03687315634218289,-0.018436578171091445,0.05188364343626061,-0.018436578171091445,-0.10495531239817676,0.18791991416808826,0.15104675782590538,0.17991785039909408,0.1914740466252621,0.03687315634218289
1.254,0.05530973451327434,0.0,-0.03687315634218289,-0.018436578171091445,0.05438075964418841,-0.018436578171091445,-0.10245812782859386,0.18542272959850536,0.14854957325632245,0.1774200164833731,0.18647967748609626,0.03687315634218289
1.256,0.05662825209149376,0.0014402366819920116,-0.0387699078109534,-0.020004719509933194,0.05687787585211609,-0.018436578171091445,-0.09708046989502692,0.18148530834693044,0.14605238868673956,0.17469687250993557,0.1786048349829464,0.033992682978198865
1.258,0.059125501716717654,0.003937421251574927,-0.04126684838546058,-0.022501835717860998,0.05937499206004389,-0.018436578171091445,-0.08958891618627816,0.1764909392077646,0.14355520411715664,0.16970120467849364,0.16861609670461475,0.02899831383903304
1.26,0.061622751341941284,0.006434605821157841,-0.04376378895996776,-0.0249989519257888,0.061872108267971695,-0.018436578171091445,-0.08209736247752943,0.17149657006859878,0.14105801954757372,0.1647055368470517,0.1586273584262831,0.02400394469986721
1.262,0.06412000096716491,0.008931790390740756,-0.046260729534474944,-0.027496068133716477,0.06436922447589936,-0.018436578171091445,-0.07460580876878069,0.16650220092943294,0.1385608349779908,0.15970986901560924,0.14863862014795143,0.01900957556070138
1.264,0.06661725059238854,0.011428974960323671,-0.048757670108982125,-0.02999318434164428,0.06686634068382717,-0.018436578171091445,-0.06932494093480988,0.15708646004071122,0.13385296453362994,0.15471420118416732,0.14086056774439773,0.016225892296313497
1.266,0.06911450021761217,0.013926159529906586,-0.05125461068348931,-0.03249030054957208,0.06936345689175498,-0.018436578171091445,-0.06433057179564405,0.14709772176237956,0.12885859539446412,0.14971853335272536,0.13336901403564896,0.013728707726730582
1.268,0.07161174984283582,0.0164233440994895,-0.053751551257996494,-0.03498741675749976,0.07186057309968265,-0.018436578171091445,-0.059336202656478224,0.1371089834840479,0.12386422625529829,0.14472286552128344,0.12587746032690023,0.011231523157147668
1.27,0.07410899946805945,0.018436578171091445,-0.05530973451327434,-0.03809590958867223,0.07435768930761046,-0.018436578171091445,-0.05434183351731187,0.1276041957036964,0.1183859066181507,0.1397271976898415,0.11741800562218824,0.008734338587564491
1.272,0.07660624909328308,0.018436578171091445,-0.05530973451327434,-0.04309014200452784,0.07685480551553825,-0.018436578171091445,-0.04934746437814604,0.12011264199494767,0.11089435290940196,0.13473152985839956,0.10493208277427366,0.006237154017981576
1.274,0.0791034987185067,0.018436578171091445,-0.05530973451327434,-0.048084374420383186,0.07935192172346593,-0.018436578171091445,-0.04435309523898021,0.11262108828619893,0.1034027992006532,0.12973586202695764,0.09244615992635909,0.003739969448398661
1.276,0.08160074834373034,0.018436578171091445,-0.05530973451327434,-0.053078606836238794,0.08184903793139373,-0.018436578171091445,-0.03935872609981438,0.10512953457745018,0.09591124549190447,0.12474019419551569,0.07996023707844452,0.0012427848788157466
1.278,0.08523139416799697,0.019690977861858614,-0.05701796504498668,-0.05530973451327434,0.08434615413932153,-0.018436578171091445,-0.03436435696064855,0.09763798086870144,0.08967409147392288,0.11974452636407376,0.06747431423052994,-0.0012543996907671683
1.28,0.09022589341844423,0.02218816243144153,-0.05951490561949386,-0.05530973451327434,0.0868432703472492,-0.018436578171091445,-0.029369987821482726,0.0901464271599527,0.08467972233475705,0.11474885853263182,0.05498839138261537,-0.003751584260350083
1.282,0.09522039266889148,0.024685347001024444,-0.06201184619400104,-0.05530973451327434,0.08934038655517701,-0.018436578171091445,-0.024375618682316896,0.08265487345120395,0.07968535319559122,0.10975319070118988,0.04250246853470079,-0.006248768829932997
1.284,0.10021489191933876,0.02718253157060736,-0.06450878676850821,-0.05530973451327434,0.09183750276310482,-0.018554913075912415,-0.019381249543151065,0.07516331974245521,0.0746909840564254,0.10475752286974795,0.030016545686786217,-0.008745953399515912
1.286,0.10330528555539448,0.02765486725663717,-0.06948343108721074,-0.057461462628849595,0.09433461897103249,-0.021051779567632625,-0.014386880403985235,0.06767176603370646,0.06767176603370646,0.09976185503830602,0.017530622838871645,-0.011243137969098827
1.288,0.10580253518061812,0.02765486725663717,-0.0744773122362251,-0.0599585788367774,0.0968317351789603,-0.023548646059353095,-0.009392511264818881,0.06018021232495693,0.06018021232495693,0.09476618720686408,0.00504469999095576,-0.013740322538682005
1.29,0.10829978480584175,0.02765486725663717,-0.07947119338523895,-0.0624556950447052,0.0993288513868881,-0.026045512551073305,-0.004398142125653053,0.052688658616208195,0.052688658616208195,0.08977051937542214,-0.007441222856958814,-0.01623750710826492
1.292,0.11097459983558208,0.02765486725663717,-0.0837148381520824,-0.06495281125263289,0.10225075524862859,-0.02854237904279378,0.0,0.04549521841421584,0.04579333192097222,0.08477485154397969,-0.01933091869136061,-0.018436578171091445
1.294,0.11596909908602936,0.02765486725663717,-0.08621177872658958,-0.06744992746056068,0.1072449876644842,-0.031039245534513985,0.0,0.04050084927505001,0.04329614735138931,0.07977918371253775,-0.026822472400109355,-0.018436578171091445
1.296,0.12096359833647662,0.02765486725663717,-0.08870871930109676,-0.06994704366848849,0.1122392200803398,-0.03353611202623446,0.0,0.03550648013588418,0.04079896278180639,0.07478351588109582,-0.0343140261088581,-0.018436578171091445
1.298,0.1259580975869239,0.02765486725663717,-0.09120565987560394,-0.07244415987641616,0.11723345249619516,-0.036032978517954665,0.0,0.03051211099671835,0.03830177821222348,0.06978784804965388,-0.041805579817606846,-0.018436578171091445
1.3,0.13190087165723743,0.02872342995617949,-0.09522231004476503,-0.07494127608434384,0.12342264831202855,-0.03687315634218289,0.0,0.02551774185755252,0.03473603094309824,0.06479218021821195,-0.04929713352635559,-0.01950514087063377
1.302,0.13939262053290835,0.031220614525762407,-0.10021619119377939,-0.07743839229227163,0.13091399693581196,-0.03687315634218289,0.0,0.02052337271838669,0.02974166180393241,0.059796512386770015,-0.05678868723510433,-0.022002325440216686
1.304,0.14688436940857924,0.03371779909534532,-0.10521007234279375,-0.07993550850019944,0.13840534555959538,-0.03687315634218289,0.0,0.015529003579220858,0.024747292664766583,0.054800844555328077,-0.06428024094385308,-0.0244995100097996
1.306,0.15437611828425013,0.0362149836649285,-0.11020395349180812,-0.08243262470812725,0.14589669418337878,-0.03687315634218289,0.0,0.010534634440054506,0.01975292352560023,0.049805176723886145,-0.07177179465260261,-0.026996694579382776
1.308,0.16014888292470644,0.038712168234511415,-0.11519783464082249,-0.08886001920834213,0.15142290366101865,-0.03929902189101078,0.0018390118923285233,0.007379277193217199,0.018436578171091445,0.04480950889244421,-0.0755853245766943,-0.02949387914896569
1.31,0.1651433821751537,0.04120935280409433,-0.12019171578983685,-0.09635136783212556,0.15641713607687427,-0.04179588838273099,0.004336196461911438,0.004882092623634284,0.018436578171091445,0.039813841061002275,-0.07808250914627722,-0.0319910637185486
1.312,0.17013788142560096,0.043706537373677246,-0.1251855969388512,-0.10384271645590817,0.16141136849272936,-0.04429275487445146,0.006833381031494353,0.0023849080540513695,0.018436578171091445,0.03481817322956034,-0.08057969371586013,-0.03448824828813152
1.314,0.17513238067604825,0.04620372194326016,-0.13017947808786556,-0.11109586639531062,0.16640560090858494,-0.04609144542772861,0.009218289085545723,0.0,0.018436578171091445,0.029822505398118402,-0.08274004873884841,-0.03687315634218289
1.316,0.18261657357705888,0.048700906512843076,-0.13517335923687993,-0.11609009881116622,0.17139983332444056,-0.04609144542772861,0.009218289085545723,0.0,0.018436578171091445,0.02624085241165682,-0.07774567959968258,-0.03687315634218289
1.318,0.1901083224527298,0.05119809108242599,-0.1401672403858943,-0.12108433122702184,0.17639406574029617,-0.04609144542772861,0.009218289085545723,0.0,0.018436578171091445,0.02374301849593585,-0.07275131046051675,-0.03687315634218289
1.32,0.19760007132840146,0.053695275652008906,-0.14516112153490865,-0.12607856364287745,0.18138829815615176,-0.04609144542772861,0.009218289085545723,0.0,0.018436578171091445,0.02124518458021462,-0.06775694132135092,-0.03687315634218289
1.322,0.20585497364476119,0.05619246022159208,-0.150155002683923,-0.13107279605873304,0.18739090500255384,-0.04755879824750731,0.009218289085545723,-0.0017654514166354873,0.018436578171091445,0.018747350664493654,-0.06187984647386683,-0.03687315634218289
1.324,0.2158439721456557,0.05868964479117499,-0.15514888383293737,-0.13606702847458813,0.19488225362633646,-0.05005566473922778,0.009218289085545723,-0.006759820555801317,0.018436578171091445,0.018436578171091445,-0.054388292765118085,-0.03687315634218289
1.326,0.22583297064655022,0.06118682936075791,-0.16014276498195174,-0.14106126089044374,0.20237360225011988,-0.052552531230947996,0.009218289085545723,-0.011754189694967146,0.018436578171091445,0.018436578171091445,-0.04689673905636934,-0.03687315634218289
1.328,0.23582196914744477,0.06368401393034083,-0.16513664613096612,-0.14605549330629936,0.2098649508739033,-0.05504939772266847,0.009218289085545723,-0.016748558834132975,0.018436578171091445,0.018436578171091445,-0.039405185347620594,-0.03687315634218289
1.33,0.24427710479230166,0.06783437340102742,-0.17013052727997996,-0.15104972572215494,0.215577749320975,-0.05530973451327434,0.009218289085545723,-0.018436578171091445,0.015130228368884086,0.017974304087155505,-0.03356680653997553,-0.03687315634218289
1.332,0.2517688536679726,0.07282874254019325,-0.17512440842899432,-0.15604395813801056,0.22057198173683062,-0.05530973451327434,0.009218289085545723,-0.018436578171091445,0.010135859229718255,0.01547647017143454,-0.0285724374008097,-0.03687315634218289
1.334,0.25926060254364347,0.07782311167935908,-0.18011828957800868,-0.16103819055386617,0.22556621415268624,-0.05530973451327434,0.009218289085545723,-0.018436578171091445,0.005141490090552426,0.012978636255713572,-0.02357806826164387,-0.03687315634218289
1.336,0.26675235141931436,0.08281748081852491,-0.18473897621896873,-0.16608403268467037,0.2305604465685413,-0.05530973451327434,0.009218289085545723,-0.018436578171091445,0.00014712095138659628,0.010480802339992604,-0.01858369912247804,-0.03687315634218289
1.338,0.27424410029498525,0.08538822586380113,-0.18723591679347593,-0.1735753813084538,0.23555467898439691,-0.05530973451327434,0.009218289085545723,-0.018436578171091445,0.0,0.007982968424271637,-0.013589329983312212,-0.041720404529962125
1.34,0.28173584917065614,0.0878854104333843,-0.18973285736798312,-0.1810667299322372,0.24054891140025253,-0.05530973451327434,0.009218289085545723,-0.018436578171091445,0.0,0.005485134508550669,-0.008594960844145858,-0.046714773669128476
1.342,0.2892275980463278,0.0903825950029672,-0.1922297979424903,-0.1885580785560206,0.24554314381610814,-0.05530973451327434,0.009218289085545723,-0.018436578171091445,0.0,0.002987300592829701,-0.003600591704980029,-0.051709142808294306
1.344,0.29614131486048684,0.09287977957255013,-0.19472673851699748,-0.19358407079646017,0.25053737623196376,-0.05530973451327434,0.009218289085545723,-0.018436578171091445,0.0,0.0004894666771087337,0.0,-0.05530973451327434
1.346,0.3011358141109341,0.09537696414213304,-0.19722367909150465,-0.19358407079646017,0.2555316086478194,-0.05530973451327434,0.009218289085545723,-0.018436578171091445,0.0,-0.0020083672386122338,0.0,-0.05530973451327434
1.348,0.30613031336138136,0.09787414871171596,-0.19972061966601184,-0.19358407079646017,0.26052584106367443,-0.05530973451327434,0.009218289085545723,-0.018436578171091445,0.0,-0.004506201154333463,0.0,-0.05530973451327434
1.35,0.31112481261182867,0.10037133328129887,-0.202217560240519,-0.19358407079646017,0.26552007347953005,-0.05530973451327434,0.009218289085545723,-0.018436578171091445,0.0,-0.007004035070054431,0.0,-0.05530973451327434
1.352,0.31611931186227593,0.10140117994100295,-0.2047145008150262,-0.19517603200374004,0.26892234468810583,-0.057356928366675386,0.009218289085545723,-0.019903916080970283,-0.0014673379098788368,-0.009501868985775399,0.0,-0.05530973451327434
1.354,0.3211138111127232,0.10140117994100295,-0.20721144138953337,-0.19767314821166782,0.2714194608960336,-0.05985379485839586,0.009218289085545723,-0.0224011006505532,-0.003964522479461751,-0.011999702901496366,0.0,-0.05530973451327434
1.356,0.32610831036317045,0.10140117994100295,-0.20970838196404057,-0.20017026441959562,0.2739165771039614,-0.06235066135011607,0.009218289085545723,-0.02489828522013611,-0.0064617070490446665,-0.014497536817217334,0.0,-0.05530973451327434
1.358,0.3311028096136177,0.10140117994100295,-0.21220532253854774,-0.20266738062752343,0.2764136933118892,-0.06484752784183655,0.009218289085545723,-0.02739546978971929,-0.008958891618627843,-0.0169953707329383,0.0,-0.05530973451327434
1.36,0.3255000544030176,0.09692560573567288,-0.21470226311305493,-0.2004402229285608,0.2789108095198168,-0.06734439433355675,0.009218289085545723,-0.02765486725663717,-0.0069805019828806875,-0.018436578171091445,0.0022377871026650355,-0.05530973451327434
1.362,0.3180083055273459,0.09193123659650705,-0.2171992036875621,-0.197943106720633,0.28140792572774453,-0.06984126082527722,0.009218289085545723,-0.02765486725663717,-0.004483317413297772,-0.018436578171091445,0.00473497167224795,-0.05530973451327434
1.364,0.310516556651675,0.08693686745734122,-0.2196961442620693,-0.1954459905127052,0.28390504193567234,-0.07233812731699743,0.009218289085545723,-0.02765486725663717,-0.001986132843714858,-0.018436578171091445,0.007232156241830865,-0.05530973451327434
1.366,0.3038106291406739,0.08245355004404345,-0.22028479126961822,-0.19231367781309464,0.2838613721768691,-0.07374631268436578,0.00972934081141378,-0.02765486725663717,0.0,-0.018436578171091445,0.00972934081141378,-0.05530973451327434
1.368,0.3013133795154503,0.07995636547446053,-0.2177878506951113,-0.18731944539723902,0.2763700235530857,-0.07374631268436578,0.012226525380996695,-0.02765486725663717,0.0,-0.018436578171091445,0.012226525380996695,-0.05530973451327434
1.37,0.29881612989022666,0.07745918090487762,-0.2152909101206041,-0.18232521298138343,0.2688786749293023,-0.07374631268436578,0.01472370995057961,-0.02765486725663717,0.0,-0.018436578171091445,0.01472370995057961,-0.05530973451327434
1.372,0.296318880265003,0.0749619963352947,-0.21279396954609694,-0.17733098056552835,0.26138732630551964,-0.07374631268436578,0.017220894520162525,-0.02765486725663717,0.0,-0.018436578171091445,0.017220894520162525,-0.05530973451327434
1.374,0.2903307703467283,0.07246481176571179,-0.20684978897966602,-0.17233674814967273,0.25249060544388824,-0.07188845467867802,0.018436578171091445,-0.026373366337983175,0.0,-0.018436578171091445,0.018436578171091445,-0.05530973451327434
1.376,0.28034177184583375,0.0699676271961286,-0.1993589672561445,-0.16734251573381712,0.24250214061217704,-0.0693915881869578,0.018436578171091445,-0.023876181768399996,0.0,-0.018436578171091445,0.018436578171091445,-0.05530973451327434
1.378,0.2703527733449392,0.0674704426265457,-0.19186814553262294,-0.16234828331796153,0.2325136757804658,-0.06689472169523733,0.018436578171091445,-0.02137899719881708,0.0,-0.018436578171091445,0.018436578171091445,-0.05530973451327434
1.38,0.26036377484404466,0.06497325805696279,-0.1843773238091014,-0.1573540509021059,0.2225252109487546,-0.06439785520351712,0.018436578171091445,-0.01888181262923417,0.0,-0.018436578171091445,0.018436578171091445,-0.05530973451327434
1.382,0.2465061173170851,0.06042412337593967,-0.17439340887713498,-0.14583317453420983,0.21253674611704337,-0.06190098871179665,0.018436578171091445,-0.018436578171091445,0.0,-0.018436578171091445,0.018436578171091445,-0.05530973451327434
1.384,0.23152261956574174,0.05542975423677384,-0.16440564657910625,-0.13334759349457082,0.20254828128533217,-0.05940412222007644,0.018436578171091445,-0.018436578171091445,0.0,-0.018436578171091445,0.018436578171091445,-0.05530973451327434
1.386,0.21653912181439997,0.05043538509760802,-0.15441788428107753,-0.1208620124549331,0.192559816453622,-0.05690725572835597,0.018436578171091445,-0.018436578171091445,0.0,-0.018436578171091445,0.018436578171091445,-0.05530973451327434
1.388,0.20155562406305816,0.04511580122379897,-0.1451957478294695,-0.108825038937545,0.18167413657740894,-0.05441038923663576,0.01876179290573466,-0.018436578171091445,0.0006504294692864275,-0.018436578171091445,0.018436578171091445,-0.05530973451327434
1.39,0.18657212631171638,0.037624247515050224,-0.13770492610594795,-0.09883657410583378,0.16669143932984212,-0.051913522744915286,0.021258977475317575,-0.018436578171091445,0.005644798608452257,-0.016785599299891738,0.018436578171091445,-0.05530973451327434
