T_ms,i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
3.068,0.02765486725663717,0.018436578171091445,0.0,-0.014692888848236467,0.02391117793378219,0.0,-0.10680981070644043,0.19518304324178942,0.14749262536873156,0.17992950436759686,0.1490915978140608,0.07374631268436578
3.07,0.02765486725663717,0.018436578171091445,0.0,-0.01719000505616401,0.02640829414170973,0.0,-0.10930699527602361,0.20017741238095577,0.14749262536873156,0.18242733828331756,0.15408596695322715,0.07374631268436578
3.072,0.028776929493689398,0.018436578171091445,0.0,-0.018436578171091445,0.028905410349637797,0.0,-0.11061946902654868,0.2016176490629483,0.14749262536873156,0.1838063912227901,0.15789562527333487,0.07374631268436578
3.074,0.03127417911891329,0.018436578171091445,0.0,-0.018436578171091445,0.03140252655756534,0.0,-0.11061946902654868,0.19912046449336512,0.14749262536873156,0.1813085573070694,0.16039280984291804,0.07374631268436578
3.076,0.03377142874413666,0.018436578171091445,0.0,-0.018436578171091445,0.033899642765493405,0.0,-0.11061946902654868,0.19662327992378248,0.14749262536873156,0.17881072339134818,0.1628899944125007,0.07374631268436578
3.078,0.036268678369360555,0.018436578171091445,0.0,-0.018436578171091445,0.03639675897342094,0.0,-0.11061946902654868,0.1941260953541993,0.14749262536873156,0.17631288947562748,0.16538717898208388,0.07374631268436578
3.08,0.03876592799458393,0.018436578171091445,-0.0043783025790286945,-0.02045729701025704,0.03687315634218289,0.0,-0.10866430901470463,0.18967375077277207,0.14749262536873156,0.17514749262536872,0.16592920353982302,0.07374631268436578
3.082,0.04126317761980782,0.018436578171091445,-0.009372183728042533,-0.02295441321818511,0.03687315634218289,0.0,-0.10616712444512197,0.18467938163360675,0.14749262536873156,0.17514749262536872,0.16592920353982302,0.07374631268436578
3.084,0.04376042724503119,0.018436578171091445,-0.01436606487705742,-0.02545152942611265,0.03687315634218289,0.0,-0.1036699398755388,0.1796850124944404,0.14749262536873156,0.17514749262536872,0.16592920353982302,0.07374631268436578
3.086,0.04642390831278155,0.018665002806138257,-0.01889826209858135,-0.02765486725663717,0.03716693471958644,0.0,-0.10117275530595614,0.17491906799032192,0.14726420073368476,0.17514749262536872,0.1657007789047762,0.07328946341427216
3.088,0.05141840756322934,0.021162187375721432,-0.021395202673088795,-0.02765486725663717,0.03966405092751398,0.0,-0.09867557073637297,0.17242188342073875,0.14476701616410156,0.17304200898256808,0.16320359433519302,0.0682950942751058
3.09,0.05641290681367608,0.023659371945304083,-0.023892143247595716,-0.02765486725663717,0.042161167135441525,0.0,-0.09617838616679031,0.1699246988511561,0.14226983159451892,0.17054417506684738,0.16070640976561038,0.0633007251359405
3.092,0.06140740606412387,0.026156556514887262,-0.026389083822103157,-0.02765486725663717,0.04465828334336959,0.0,-0.09368120159720714,0.1674275142815729,0.13977264702493575,0.16804634115112616,0.1582092251960272,0.05830635599677415
3.094,0.06452802359882005,0.028653741084469914,-0.02765486725663717,-0.028718821380205685,0.04821935367486565,0.0,-0.09018514319979173,0.16293258205632477,0.1372754624553531,0.1651678109309879,0.15571204062644453,0.05530973451327434
3.096,0.06452802359882005,0.031150925654053092,-0.02765486725663717,-0.031215937588133753,0.05321358609072178,0.0,-0.08519077406062538,0.15544102834757523,0.1347782778857699,0.16017214309954544,0.15321485605686136,0.05530973451327434
3.098,0.06452802359882005,0.03364811022363627,-0.02765486725663717,-0.03371305379606129,0.058207818506576865,0.0,-0.08019640492145902,0.1479494746388257,0.13228109331618673,0.155176475268103,0.1507176714872782,0.05530973451327434
3.1,0.06452802359882005,0.03614529479321892,-0.02765486725663717,-0.03621017000398936,0.063202050922433,0.0,-0.07520203578229372,0.14045792093007775,0.1297839087466041,0.15018080743666157,0.14822048691769554,0.05530973451327434
3.102,0.0696509744184923,0.035103833321563686,-0.03165612796154899,-0.04054141608165091,0.06636215346855406,-0.004141721668731018,-0.07020766664312737,0.13119704420070902,0.1237480781357825,0.14518513960521912,0.14218465630687394,0.051771088472035924
3.104,0.07714272329416398,0.03260664875198103,-0.036650009110563875,-0.04553564849750599,0.06885926967648161,-0.009135454652170914,-0.06521329750396206,0.1212083059223784,0.11625652442703453,0.1401894717737777,0.13469310259812597,0.046776719332870614
3.106,0.0846344721698341,0.030109464182397853,-0.041643890259577716,-0.05052988091336213,0.07135638588440968,-0.014129187635611858,-0.060218928364795705,0.1112195676440457,0.108764970718285,0.13519380394233524,0.12720154888937646,0.041782350193704264
3.108,0.09212622104550577,0.027697454900459134,-0.046364608418160605,-0.055416923921245774,0.07385350209233722,-0.018436578171091445,-0.0552245592256304,0.10131600465335902,0.10131600465335902,0.13019813611089384,0.11975258282445046,0.036830568698360926
3.11,0.09466125054403063,0.030194639470042313,-0.04886154899266753,-0.05791404012917384,0.07635061830026528,-0.018436578171091445,-0.050230190086464045,0.09632163551419266,0.09632163551419266,0.12520246827945136,0.1147582136852841,0.03433338412877775
3.112,0.09715850016925401,0.032691824039624964,-0.051358489567174974,-0.06041115633710138,0.07884773450819282,-0.018436578171091445,-0.04523582094729874,0.09132726637502736,0.09132726637502736,0.12020680044800996,0.1097638445461188,0.031836199559195096
3.114,0.0996557497944779,0.03518900860920814,-0.05385543014168189,-0.06290827254502893,0.08134485071612037,-0.018436578171091445,-0.04024145180813239,0.086332897235861,0.086332897235861,0.1152111326165675,0.10476947540695244,0.029339014989611917
3.116,0.10215299941970127,0.037686193178791315,-0.056352370716189336,-0.06540538875295698,0.08471933207818537,-0.018436578171091445,-0.035247082668966034,0.08052549126008622,0.08133852809669465,0.11021546478512609,0.09977510626778609,0.026028793583420314
3.118,0.10465024904492516,0.04018337774837397,-0.05884931129069625,-0.06790250496088453,0.08971356449404044,-0.018436578171091445,-0.03025271352980073,0.07303393755133826,0.07634415895752934,0.10521979695368362,0.09478073712862078,0.021034424444255007
3.12,0.10714749867014853,0.042680562317957145,-0.0613462518652037,-0.0703996211688126,0.09470779690989659,-0.018436578171091445,-0.025258344390634378,0.06554238384258873,0.07134978981836299,0.10022412912224221,0.08978636798945444,0.016040055305088653
3.122,0.10964474829537242,0.0451777468875398,-0.06384319243971062,-0.07289673737674014,0.09970202932575166,-0.018436578171091445,-0.02026397525146907,0.058050830133840776,0.06635542067919768,0.09522846129079976,0.08479199885028912,0.011045686165923349
3.124,0.11518705570869005,0.047674931457122975,-0.06815224242961501,-0.0753938535846682,0.1046962617416078,-0.018436578171091445,-0.01685309214169708,0.05055927642509125,0.06136105154003133,0.0892577447613089,0.07979762971112278,0.009218289085545723
3.126,0.12267880458436173,0.05017211602670563,-0.0731461235786299,-0.07789096979259574,0.10969049415746288,-0.018436578171091445,-0.014355907572114428,0.043067722716343286,0.05636668240086602,0.08176424301414523,0.07480326057195746,0.009218289085545723
3.128,0.13017055346003342,0.052669300596288805,-0.07814000472764374,-0.08038808600052329,0.11468472657331796,-0.018436578171091445,-0.011858723002531251,0.03557616900759376,0.05137231326169967,0.07427074126698154,0.06980889143279112,0.009218289085545723
3.13,0.1376623023357035,0.05516648516587146,-0.08304924382328506,-0.08288520220845136,0.11967895898917409,-0.018436578171091445,-0.0093615384329486,0.028084615298845796,0.04637794412253437,0.06677723951981941,0.06481452229362582,0.009218289085545723
3.132,0.14286081290197875,0.05530973451327434,-0.08554618439779198,-0.08780003506284628,0.12467319140502918,-0.018436578171091445,-0.006864353863365422,0.022946996812276566,0.04138357498336801,0.06103183304804384,0.06452802359882005,0.009218289085545723
3.134,0.14785531215242548,0.05530973451327434,-0.08804312497229942,-0.09279426747870242,0.1296674238208853,-0.018436578171091445,-0.004367169293782246,0.017952627673110212,0.03638920584420166,0.05603616521660243,0.06452802359882005,0.009218289085545723
3.136,0.15284981140287326,0.05530973451327434,-0.09054006554680634,-0.0977884998945575,0.1346616562367404,-0.018436578171091445,-0.0018699847241995928,0.012958258533944908,0.03139483670503635,0.05104049738515997,0.06452802359882005,0.009218289085545723
3.138,0.1584110087528414,0.055936934358657917,-0.09559935191888348,-0.10278273231041259,0.1403466648373003,-0.019359590428694215,0.0006271998453835842,0.007963889394778554,0.027027667411253585,0.04604482955371856,0.06390082375343648,0.008591089240162138
3.14,0.16590275762851306,0.058434118928240575,-0.10558711421691115,-0.10777696472626871,0.1478380134610845,-0.021856456920414685,0.0031243844149662367,0.0029695202556132487,0.02453048284167093,0.0410491617222761,0.061403639183853824,0.006093904670579486
3.142,0.17339450650418317,0.06093130349782375,-0.11557487651494093,-0.1127711971421238,0.1553293620848671,-0.02435332341213516,0.005621568984549414,-0.002024848883553105,0.022033298272087755,0.03605349389083469,0.058906454614270645,0.003596720100996309
3.144,0.18088625537985487,0.0634284880674064,-0.1255626388129686,-0.11776542955797993,0.1628207107086513,-0.026850189903855105,0.008118753554132066,-0.00701921802271841,0.0195361137025051,0.031057826059392227,0.056409270044687994,0.0010995355314136561
3.146,0.18837800425552495,0.06452802359882005,-0.13067963567597968,-0.12275966197383502,0.17031205933243396,-0.029347056395575576,0.010615938123715243,-0.010615938123715243,0.015641280094752404,0.026062158227950816,0.05530973451327434,0.0
3.148,0.19586975313119664,0.06452802359882005,-0.1331765762504866,-0.12775389438969115,0.17780340795621813,-0.031843922887296046,0.013113122693297896,-0.013113122693297896,0.010646910955587098,0.021066490396508358,0.05530973451327434,0.0
3.15,0.20336150200686834,0.06452802359882005,-0.13567351682499404,-0.13274812680554623,0.18529475658000077,-0.03434078937901652,0.015610307262881073,-0.015610307262881073,0.005652541816420745,0.016070822565066947,0.05530973451327434,0.0
3.152,0.21085325088253842,0.06452802359882005,-0.13817045739950096,-0.13774235922140132,0.1927861052037834,-0.036837655870736466,0.01810749183246425,-0.01810749183246425,0.0006581726772543913,0.011075154733624488,0.05530973451327434,0.0
3.154,0.21834499975821012,0.06669612182977551,-0.14306045966483097,-0.14273659163725744,0.195815198473496,-0.04179588838273099,0.018436578171091445,-0.018436578171091445,0.0021680982309554573,0.007648887993863876,0.05530973451327434,0.0
3.156,0.22583674863388023,0.0691933063993587,-0.1480543408138448,-0.14773082405311252,0.19831231468142352,-0.046789621366171937,0.018436578171091445,-0.018436578171091445,0.004665282800538634,0.00515105407814317,0.05530973451327434,0.0
3.158,0.2333284975095519,0.07169049096894134,-0.1530482219628597,-0.15272505646896867,0.20080943088935158,-0.05178335434961288,0.018436578171091445,-0.018436578171091445,0.0071624673701212865,0.002653220162421941,0.05530973451327434,0.0
3.16,0.24120182310556643,0.07462903839268326,-0.15804210311187353,-0.15771928888482376,0.2043149215278256,-0.05530973451327434,0.017995215316932704,-0.018436578171091445,0.009218289085545723,0.0001553862467012352,0.05530973451327434,0.0
3.162,0.251190821606462,0.07962340753184857,-0.1630359842608874,-0.16271352130067884,0.21180627015160822,-0.05530973451327434,0.015498030747350051,-0.018436578171091445,0.009218289085545723,0.0,0.05530973451327434,0.0
3.164,0.26117982010735546,0.08461777667101492,-0.16802986540990225,-0.16770775371653496,0.21929761877539242,-0.05530973451327434,0.013000846177766874,-0.018436578171091445,0.009218289085545723,0.0,0.05530973451327434,0.0
3.166,0.27116881860825104,0.08961214581018023,-0.17302374655891611,-0.17270198613239005,0.22678896739917503,-0.05530973451327434,0.010503661608184223,-0.018436578171091445,0.009218289085545723,0.0,0.05530973451327434,0.0
3.168,0.2788532448377581,0.0933947029024019,-0.178017627707931,-0.1776962185482462,0.23300595306152053,-0.05530973451327434,0.009218289085545723,-0.019648390218036122,0.008006477038601046,0.0,0.05530973451327434,-0.0012118120469446774
3.17,0.2838477440882059,0.09589188747198509,-0.18301150885694484,-0.18269045096410128,0.2380001854773756,-0.05530973451327434,0.009218289085545723,-0.0221455747876193,0.005509292469017869,0.0,0.05530973451327434,-0.003708996616527854
3.172,0.28884224333865366,0.09838907204156773,-0.18800539000595973,-0.1876846833799574,0.24299441789323173,-0.05530973451327434,0.009218289085545723,-0.024642759357201952,0.0030121078994352155,0.0,0.05530973451327434,-0.006206181186110507
3.174,0.2938367425891004,0.10088625661115092,-0.19299927115497356,-0.19267891579581248,0.24798865030908682,-0.05530973451327434,0.009218289085545723,-0.027139943926785128,0.0005149233298520389,0.0,0.05530973451327434,-0.008703365755693684
3.176,0.29690824628850565,0.10338344118073356,-0.19358407079646017,-0.19562860950406386,0.2509383440173382,-0.05530973451327434,0.009218289085545723,-0.02765486725663717,0.0,-0.0013907069079750595,0.05530973451327434,-0.009218289085545723
3.178,0.29940549591372906,0.10588062575031675,-0.19358407079646017,-0.19812572571199194,0.25343546022526625,-0.05530973451327434,0.009218289085545723,-0.02765486725663717,0.0,-0.003888540823696289,0.05530973451327434,-0.009218289085545723
3.18,0.3019027455389529,0.10837781031989939,-0.19358407079646017,-0.20062284191991947,0.25593257643319384,-0.05530973451327434,0.009218289085545723,-0.02765486725663717,0.0,-0.006386374739416995,0.05530973451327434,-0.009218289085545723
3.182,0.3043999951641763,0.11036394316361477,-0.19406114418819986,-0.2028023598820059,0.25842969264112187,-0.05530973451327434,0.00947381494847962,-0.02765486725663717,0.0,-0.008884208655138224,0.05530973451327434,-0.008962763222611825
3.184,0.30689724478940017,0.10786675859403212,-0.1965580847627073,-0.2028023598820059,0.2609268088490494,-0.05530973451327434,0.011970999518062273,-0.02765486725663717,0.0,-0.011382042570859454,0.05530973451327434,-0.006465578653029172
3.186,0.3093944944146236,0.10536957402444895,-0.19905502533721423,-0.2028023598820059,0.263423925056977,-0.05530973451327434,0.01446818408764545,-0.02765486725663717,0.0,-0.01387987648658016,0.05530973451327434,-0.003968394083445996
3.188,0.3118917440398475,0.10287238945486576,-0.20155196591172167,-0.2028023598820059,0.265921041264905,-0.05530973451327434,0.016965368657228627,-0.02765486725663717,0.0,-0.016377710402301387,0.05530973451327434,-0.0014712095138628188
3.19,0.311487499395521,0.10037520488528312,-0.2015558132777832,-0.20062681189799267,0.26515483549681274,-0.05530973451327434,0.018436578171091445,-0.026628892200917333,0.0,-0.018436578171091445,0.0542837594575545,0.0
3.192,0.30649300014507425,0.09787802031569993,-0.19905887270327577,-0.19563257948213653,0.2601606030809566,-0.05530973451327434,0.018436578171091445,-0.024131707631334157,0.0,-0.018436578171091445,0.05178657488797132,0.0
3.194,0.3014985008946265,0.09538083574611729,-0.19656193212876885,-0.19063834706628144,0.2551663706651015,-0.05530973451327434,0.018436578171091445,-0.021634523061751502,0.0,-0.018436578171091445,0.04928939031838867,0.0
3.196,0.2965040016441797,0.0928836511765341,-0.1940649915542614,-0.18564411465042532,0.2501721382492454,-0.05530973451327434,0.018436578171091445,-0.019137338492168327,0.0,-0.018436578171091445,0.04679220574880549,0.0
3.198,0.28803375405000076,0.08679361810993992,-0.18955203116304878,-0.17879193249639813,0.2433199560952182,-0.05530973451327434,0.018436578171091445,-0.018436578171091445,0.0,-0.01722456544682265,0.04249859693071707,0.0
3.2,0.2780447555491073,0.07930206440119038,-0.18455815001403494,-0.17130058387261551,0.23582860747143555,-0.05530973451327434,0.018436578171091445,-0.018436578171091445,0.0,-0.01472673153110142,0.037504227791550715,0.0
3.202,0.2680557570482117,0.07181051069244243,-0.17956426886502005,-0.16380923524883131,0.22833725884765135,-0.05530973451327434,0.018436578171091445,-0.018436578171091445,0.0,-0.012228897615380714,0.03250985865238541,0.0
3.204,0.2580440906233372,0.06438864585540195,-0.17428183526132496,-0.15631788662504867,0.22058389167104966,-0.05495472979881169,0.018436578171091445,-0.018436578171091445,0.0,-0.009731063699659485,0.027515489513219058,-6.968887170905424e-05
3.206,0.24306059287199386,0.059394276716235594,-0.16679101353780262,-0.14882653800126447,0.20809831063140935,-0.05245786330709122,0.018436578171091445,-0.018436578171091445,0.0,-0.009218289085545723,0.022521120374052704,-0.002566873441292231
3.208,0.22807709512065363,0.05439990757707029,-0.15930019181428187,-0.14133518937748185,0.19561272959177162,-0.04996099681537075,0.018436578171091445,-0.018436578171091445,0.0,-0.009218289085545723,0.0175267512348874,-0.005064058010874884
3.21,0.21309359736931027,0.049405538437903934,-0.15180937009075954,-0.13384384075369923,0.1831271485521339,-0.0474641303236508,0.018436578171091445,-0.018436578171091445,0.0,-0.009218289085545723,0.012532382095721047,-0.00756124258045806
3.212,0.19889214299530675,0.04525130736323362,-0.14326052270007453,-0.12545130710734,0.17154275253506862,-0.04496726383193033,0.018436578171091445,-0.018436578171091445,0.0,-0.008958017122321337,0.00669787489206075,-0.009218289085545723
3.214,0.1864058948691899,0.04275412279365044,-0.13327276040204475,-0.11546284227562983,0.16155428770335845,-0.04247039734020985,0.018436578171091445,-0.018436578171091445,0.0,-0.006460183206600107,-0.0007936788166887799,-0.009218289085545723
3.216,0.17391964674307042,0.04025693822406779,-0.12328499810401707,-0.10547437744391758,0.1515658228716462,-0.03997353084848938,0.018436578171091445,-0.018436578171091445,0.0,-0.003962349290879402,-0.008285232525436738,-0.009218289085545723
3.218,0.16143339861695358,0.03775975365448462,-0.1132972358059873,-0.0954859126122074,0.141577358039936,-0.03747666435676944,0.018436578171091445,-0.018436578171091445,0.0,-0.0014645153751581725,-0.01577678623418627,-0.009218289085545723
3.22,0.14739439769814547,0.03526256908490144,-0.10330947350795962,-0.08716880854923566,0.12991753243948323,-0.03497979786504896,0.018436578171091445,-0.016825990913809995,0.0016105872572814513,0.0,-0.021657752685654348,-0.009218289085545723
3.222,0.13241089994680524,0.03276538451531879,-0.09332171120992985,-0.07967745992545304,0.11743195139984552,-0.03248293137332849,0.018436578171091445,-0.01432880634422734,0.004107771826864104,0.0,-0.026652121824819654,-0.009218289085545723
3.224,0.1174274021954619,0.03026819994573561,-0.08333394891190217,-0.07218611130167041,0.10494637036020782,-0.029986064881608022,0.018436578171091445,-0.011831621774644164,0.006604956396447281,0.0,-0.03164649096398601,-0.009218289085545723
3.226,0.10244390444412167,0.027771015376152956,-0.07334618661387239,-0.06469476267788621,0.09246078932056749,-0.02732352952313898,0.018436578171091445,-0.009334437205061512,0.009102140966029933,0.0,-0.03664086010315131,-0.009218289085545723
3.228,0.09443079331689062,0.02765486725663717,-0.06335842431584472,-0.05720341405410359,0.08485828131074076,-0.022329796539698035,0.020817614621158834,-0.006837252635478335,0.01159932553561311,0.0018063651179006804,-0.04163522924231767,-0.006837252635478335
3.23,0.08693904444122053,0.02765486725663717,-0.05337066201781495,-0.04971206543031939,0.07736693268695656,-0.01733606355625709,0.023314799190741486,-0.004340068065895682,0.014096510105195763,0.00430419903362191,-0.04662959838148297,-0.004340068065895682
3.232,0.07944729556554883,0.02765486725663717,-0.04338289971978727,-0.042220716806536766,0.06987558406317393,-0.012342330572816149,0.02581198376032466,-0.0018428834963125054,0.01659369467477894,0.006802032949342615,-0.05162396752064932,-0.0018428834963125054
3.234,0.0707617026935514,0.02700056618336702,-0.033395137421757495,-0.03544396423589705,0.060955043333105474,-0.008283443337460988,0.028309168329907316,0.0,0.018436578171091445,0.009299866865063846,-0.05530973451327434,0.0
3.236,0.058275454567434555,0.024503381613783844,-0.02340737512372982,-0.030449731820040925,0.048469462293465146,-0.005786576845740516,0.03080635289949049,0.0,0.018436578171091445,0.011797700780784551,-0.05530973451327434,0.0
3.238,0.04578920644131509,0.022006197044200666,-0.013419612825700046,-0.02545549940418584,0.035983881253827434,-0.003289710354020044,0.03330353746907367,0.0,0.018436578171091445,0.01429553469650578,-0.05530973451327434,0.0
3.24,0.033302958315198236,0.019509012474618014,-0.0034318505276723687,-0.02046126698832971,0.023498300214187105,-0.0007928438622995725,0.03580072203865632,0.0,0.018436578171091445,0.016793368612227008,-0.05530973451327434,0.0
3.242,0.024919604429613808,0.01558707763897823,0.001638977942588827,-0.013982262773166216,0.016951806371783035,0.0017040226294203753,0.03544840607612628,0.002849500532113216,0.01986132843714805,0.019291202527947714,-0.05530973451327434,0.001424750266056608
3.244,0.01992510517916707,0.010592708499812923,0.004135918517096271,-0.0064909141493820184,0.014454690163854969,0.0042008891211408475,0.03295122150654363,0.007843869671278522,0.022358513006730706,0.021789036443668943,-0.05530973451327434,0.003921934835639261
3.246,0.01493060592871928,0.00559833936064657,0.00663285909160319,0.0010004344744006075,0.011957573955927428,0.006697755612861319,0.030454036936960454,0.012838238810444874,0.02485569757631388,0.02428687035938965,-0.05530973451327434,0.006419119405222437
3.248,0.00993610667827254,0.0006039702214812648,0.009129799666110633,0.008491783098183233,0.009460457747999886,0.00919462210458179,0.0279568523673778,0.01783260794961018,0.027352882145896536,0.026784704275110878,-0.05530973451327434,0.00891630397480509
3.25,0.004941607427824753,0.0,0.011626740240617552,0.011473236631019625,0.004708393994597917,0.011691488596301739,0.02985006671547971,0.018436578171091445,0.02985006671547971,0.029282538190831583,-0.05530973451327434,0.011413488544388267
3.252,-5.289182262198709e-05,0.0,0.014123680815124997,0.013970352838947167,-0.0002858384212571667,0.01418835508802221,0.03234725128506236,0.018436578171091445,0.03234725128506236,0.031780372106552816,-0.05530973451327434,0.01391067311397092
3.254,-0.005047391073069775,0.0,0.016620621389631916,0.016467469046875235,-0.005280070837113298,0.01668522157974268,0.03484443585464554,0.018436578171091445,0.03484443585464554,0.03427820602227352,-0.05530973451327434,0.016407857683554097
3.256,-0.009630089704531643,-0.0004684640820458281,0.018436578171091445,0.018436578171091445,-0.009746296169257053,0.016945558370348026,0.03640469226013706,0.018436578171091445,0.03687315634218289,0.03677603993799475,-0.05577819859532016,0.018436578171091445
3.258,-0.012127339329755012,-0.0029656486516284808,0.018436578171091445,0.018436578171091445,-0.012243412377184595,0.011951825386908132,0.03390750769055441,0.018436578171091445,0.03687315634218289,0.03687315634218289,-0.058275383164902814,0.018436578171091445
3.26,-0.014624588954978906,-0.005462833221211658,0.018436578171091445,0.018436578171091445,-0.01474052858511266,0.0069580924034671875,0.03141032312097123,0.018436578171091445,0.03687315634218289,0.03687315634218289,-0.06077256773448599,0.018436578171091445
3.262,-0.017121838580202275,-0.00796001779079431,0.018436578171091445,0.018436578171091445,-0.017237644793040203,0.0019643594200262444,0.02891313855138858,0.018436578171091445,0.03687315634218289,0.03687315634218289,-0.06326975230406864,0.018436578171091445
3.264,-0.01961908820542617,-0.007979375810713958,0.021337492182153278,0.018436578171091445,-0.018436578171091445,0.0,0.025177040706973637,0.01719766489625968,0.03439532979251936,0.03687315634218289,-0.06576693687365183,0.018436578171091445
3.266,-0.02211633783064954,-0.005482191241131305,0.026331373331167116,0.018436578171091445,-0.018436578171091445,0.0,0.020182671567808334,0.014700480326677028,0.029400960653354055,0.03687315634218289,-0.06826412144323447,0.018436578171091445
3.268,-0.024613587455873435,-0.0029850066715481284,0.031325254480182,0.018436578171091445,-0.018436578171091445,0.0,0.015188302428641979,0.01220329575709385,0.0244065915141877,0.03687315634218289,-0.07076130601281765,0.018436578171091445
3.27,-0.027110837081096805,-0.0004878221019654757,0.036319135629195844,0.018436578171091445,-0.018436578171091445,0.0,0.010193933289476674,0.009706111187511197,0.019412222375022395,0.03687315634218289,-0.0732584905824003,0.018436578171091445
3.272,-0.025701647806953637,0.0,0.03687315634218289,0.018436578171091445,-0.018436578171091445,0.0,0.007208926617928021,0.007208926617928021,0.018436578171091445,0.03687315634218289,-0.06972758774913038,0.018436578171091445
3.274,-0.023204398181729743,0.0,0.03687315634218289,0.018436578171091445,-0.018436578171091445,0.0,0.004711742048344844,0.004711742048344844,0.018436578171091445,0.03687315634218289,-0.06473321860996402,0.018436578171091445
3.276,-0.020707148556506374,0.0,0.03687315634218289,0.018436578171091445,-0.018436578171091445,0.0,0.002214557478762192,0.002214557478762192,0.018436578171091445,0.03687315634218289,-0.059738849470798716,0.018436578171091445
3.278,-0.018436578171091445,-0.0005652541816419696,0.03687315634218289,0.018436578171091445,-0.018436578171091445,0.0011123481053163186,0.0,0.0,0.018436578171091445,0.03687315634218289,-0.05502710742245335,0.018436578171091445
3.28,-0.018436578171091445,-0.005559623320807275,0.03687315634218289,0.018436578171091445,-0.018436578171091445,0.006106081088757262,0.0,0.0,0.018436578171091445,0.034651133014356586,-0.0525299228528707,0.018436578171091445
3.282,-0.018436578171091445,-0.010553992459973629,0.03687315634218289,0.018436578171091445,-0.018436578171091445,0.011099814072197157,0.0,0.0,0.018436578171091445,0.03215329909863536,-0.05003273828328752,0.018436578171091445
3.284,-0.018436578171091445,-0.015548361599138935,0.03687315634218289,0.018436578171091445,-0.018436578171091445,0.0160935470556381,0.0,0.0,0.018436578171091445,0.029655465182914655,-0.04753555371370487,0.018436578171091445
3.286,-0.019433966826249215,-0.017383501887484522,0.03687315634218289,0.019548172031536158,-0.019548172031536158,0.017111227237097647,0.0,-0.0010530762836069214,0.018436578171091445,0.027157631267193425,-0.04293221657690785,0.018436578171091445
3.288,-0.021931216451472585,-0.014886317317901871,0.03687315634218289,0.022045288239464222,-0.022045288239464222,0.014614360745377173,0.0,-0.003550260853189574,0.018436578171091445,0.02465979735147272,-0.03544066286815989,0.018436578171091445
3.29,-0.02442846607669648,-0.012389132748318694,0.03687315634218289,0.024542404447391766,-0.024542404447391766,0.012117494253657225,0.0,-0.006047445422772751,0.018436578171091445,0.02216196343575149,-0.02794910915941036,0.018436578171091445
3.292,-0.026925715701919848,-0.009891948178735517,0.03687315634218289,0.02703952065531983,-0.02703952065531983,0.009620627761936753,0.0,-0.008544629992355928,0.018436578171091445,0.019664129520030785,-0.02045755545066083,0.018436578171091445
3.294,-0.02765486725663717,-0.009218289085545723,0.03687315634218289,0.025773097650026965,-0.025773097650026965,0.009218289085545723,0.0,-0.011041814561938581,0.01478952721830573,0.018436578171091445,-0.012966001741912871,0.018436578171091445
3.296,-0.02765486725663717,-0.009218289085545723,0.03687315634218289,0.02327598144209942,-0.02327598144209942,0.009218289085545723,0.0,-0.013538999131521757,0.009795158079139376,0.018436578171091445,-0.005474448033163342,0.018436578171091445
3.298,-0.02765486725663717,-0.009218289085545723,0.03687315634218289,0.020778865234171356,-0.020778865234171356,0.009218289085545723,0.0,-0.01603618370110441,0.00480078893997407,0.018436578171091445,0.002017105675584617,0.018436578171091445
3.3,-0.02761330939600516,-0.009218289085545723,0.03687315634218289,0.018436578171091445,-0.018436578171091445,0.009218289085545723,0.0,-0.01853336827068759,0.0,0.018436578171091445,0.009315079185141864,0.018339788071495302
3.302,-0.02511605977078179,-0.009218289085545723,0.03687315634218289,0.018436578171091445,-0.018436578171091445,0.009218289085545723,0.0,-0.02103055284027024,0.0,0.016393249026971406,0.011812263754724517,0.01584260350191265
3.304,-0.022618810145557895,-0.009218289085545723,0.03687315634218289,0.018436578171091445,-0.018436578171091445,0.009218289085545723,0.0,-0.023527737409853415,0.0,0.013895415111250177,0.014309448324307694,0.013345418932329474
3.306,-0.020121560520334522,-0.009218289085545723,0.03687315634218289,0.018436578171091445,-0.018436578171091445,0.009218289085545723,0.0,-0.02602492197943607,0.0,0.011397581195529471,0.016806632893890346,0.010848234362746822
3.308,-0.018436578171091445,-0.009218289085545723,0.03579974121076884,0.018436578171091445,-0.018436578171091445,0.008082273999265472,0.0,-0.028522106549019245,-0.0008672392923820781,0.008581205474070763,0.018436578171091445,0.007483810500781567
3.31,-0.018436578171091445,-0.009218289085545723,0.0333028006362614,0.018436578171091445,-0.018436578171091445,0.0055854075075450005,0.0,-0.031019291118602424,-0.003364423861965255,0.003585537642629352,0.018436578171091445,0.002489441361615213
3.312,-0.018436578171091445,-0.009218289085545723,0.03080586006175448,0.018436578171091445,-0.018436578171091445,0.0030885410158245285,0.0,-0.033516475688185075,-0.005861608431547908,-0.001410130188813107,0.018436578171091445,-0.0025049277775500926
3.314,-0.018436578171091445,-0.009218289085545723,0.02830891948724704,0.018436578171091445,-0.018436578171091445,0.0005916745241040569,0.0,-0.036013660257768254,-0.008358793001131085,-0.0064057980202545176,0.018436578171091445,-0.007499296916716446
3.316,-0.020019554862421067,-0.010855977570713738,0.02581197891274012,0.02013175880827006,-0.018436578171091445,0.0,0.0,-0.03687315634218289,-0.010855977570713738,-0.01030987746862135,0.018436578171091445,-0.010855977570713738
